DNI,Index_original,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom_complet,Nascut_a_Espanya,data_naixement,edat,Increment,Salari mensual actualitzat
39929911E,566,Eva,Castells Romero,Espanya,Madrid,24,1,1958,Altres,1908,No,Grup B,Eva Castells Romero,True,1958-01-24,67,0.035,1974.78
36717144Q,567,Jordi,Romero,Espanya,Bilbao,17,11,1969,Home,1358,No,Grup B,Jordi Romero,True,1969-11-17,56,0.035,1405.53
44505750Y,572,Gabriela,Ramírez González,Mèxic,Ciutat de Mèxic,26,3,1988,Dona,1220,No,Grup B,Gabriela Ramírez González,False,1988-03-26,37,0.035,1262.7
89141927S,573,Eva,Ferrer Ferrer,Espanya,València,24,12,1979,Dona,1587,No,Grup B,Eva Ferrer Ferrer,True,1979-12-24,45,0.035,1642.54
15336274M,577,Laia,López Sánchez,Espanya,Barcelona,11,5,1964,Dona,2090,No,Grup B,Laia López Sánchez,True,1964-05-11,61,0.035,2163.15
11062448Q,580,Marta,Martínez,Espanya,Barcelona,4,7,1980,Dona,1660,Sí,Grup B,Marta Martínez,True,1980-07-04,45,0.035,1718.1
31675368R,585,Eva,López Martínez,Espanya,Bilbao,27,7,1998,Dona,1334,No,Grup B,Eva López Martínez,True,1998-07-27,27,0.035,1380.69
89450981Z,588,Laia,Castells,Espanya,Bilbao,20,11,2000,Dona,1698,Sí,Grup B,Laia Castells,True,2000-11-20,25,0.035,1757.43
54853635H,593,Laia,Castells Ferrer,Espanya,Sevilla,23,6,1986,Dona,1178,Sí,Grup B,Laia Castells Ferrer,True,1986-06-23,39,0.035,1219.23
81398413Q,597,Laura,Castro Torres,Colòmbia,Medellín,6,6,1997,Dona,1438,No,Grup B,Laura Castro Torres,False,1997-06-06,28,0.035,1488.33
57692936L,598,Laura,Schmidt,Alemanya,Hamburg,3,5,1956,,1828,Sí,Grup B,Laura Schmidt,False,1956-05-03,69,0.035,1891.98
17135791L,599,Toni,Romero García,Espanya,Barcelona,12,6,1963,Home,1598,No,Grup B,Toni Romero García,True,1963-06-12,62,0.035,1653.93
13357124H,604,Arnau,Martínez Martínez,Espanya,Sevilla,6,12,1960,Home,1789,No,Grup B,Arnau Martínez Martínez,True,1960-12-06,64,0.035,1851.61
53653173V,616,Anna,López,Espanya,Madrid,17,1,1964,Altres,1303,No,Grup B,Anna López,True,1964-01-17,61,0.035,1348.6
15138029Q,617,Marc,Castells,Espanya,Bilbao,16,12,2002,Home,2132,No,Grup B,Marc Castells,True,2002-12-16,22,0.035,2206.62
53822006D,620,Ali,El Amrani El Amrani,Marroc,Rabat,4,5,1971,Home,2127,No,Grup B,Ali El Amrani El Amrani,False,1971-05-04,54,0.035,2201.44
18876694Z,621,Juan,Álvarez Fernández,Argentina,Buenos Aires,11,8,1991,Home,1412,Sí,Grup B,Juan Álvarez Fernández,False,1991-08-11,34,0.035,1461.42
78668978W,623,Pau,Sánchez,Espanya,Bilbao,20,5,1994,Home,2176,Sí,Grup B,Pau Sánchez,True,1994-05-20,31,0.035,2252.16
51927396G,625,Maria,Pereira Pereira,Portugal,Porto,19,6,1980,Dona,1672,No,Grup B,Maria Pereira Pereira,False,1980-06-19,45,0.035,1730.52
49846108N,626,Joan,Romero López,Espanya,Barcelona,11,1,1950,Home,1982,Sí,Grup B,Joan Romero López,True,1950-01-11,75,0.035,2051.37
46129359E,628,Laia,Castells Martínez,Espanya,Madrid,8,4,1975,Dona,1442,No,Grup B,Laia Castells Martínez,True,1975-04-08,50,0.035,1492.47
19814204M,631,Marta,García,Espanya,Bilbao,23,2,1999,Dona,1580,Sí,Grup B,Marta García,True,1999-02-23,26,0.035,1635.3
46035899S,632,Marc,Romero,Espanya,Sevilla,2,11,1975,Home,1569,No,Grup B,Marc Romero,True,1975-11-02,50,0.035,1623.92
38832908L,633,Arnau,Martínez,Espanya,Madrid,20,12,1999,Home,2100,No,Grup B,Arnau Martínez,True,1999-12-20,25,0.035,2173.5
11156851X,635,Carla,Sánchez,Espanya,València,17,8,1975,Dona,1508,Sí,Grup B,Carla Sánchez,True,1975-08-17,50,0.035,1560.78
61239482R,637,Eva,López Sánchez,Espanya,València,25,4,1987,Dona,2086,No,Grup B,Eva López Sánchez,True,1987-04-25,38,0.035,2159.01
71461971W,640,Lucas,Álvarez,Argentina,Buenos Aires,22,3,1984,Home,1670,No,Grup B,Lucas Álvarez,False,1984-03-22,41,0.035,1728.45
31958336Z,641,Núria,Martínez Castells,Espanya,Sevilla,8,12,1962,Dona,1300,No,Grup B,Núria Martínez Castells,True,1962-12-08,62,0.035,1345.5
19508494Q,645,Jonas,Schneider Schmidt,Alemanya,Hamburg,15,8,1983,Home,1476,Sí,Grup B,Jonas Schneider Schmidt,False,1983-08-15,42,0.035,1527.66
32873655H,655,Pau,Martínez García,Espanya,Barcelona,15,11,1989,Home,2254,No,Grup B,Pau Martínez García,True,1989-11-15,36,0.035,2332.89
74293523P,656,Sofia,Oliveira,Portugal,Lisboa,2,4,1998,Dona,2006,No,Grup B,Sofia Oliveira,False,1998-04-02,27,0.035,2076.21
49127195L,657,Beatriz,Ferreira,Portugal,Porto,11,5,1950,Altres,1574,Sí,Grup B,Beatriz Ferreira,False,1950-05-11,75,0.035,1629.09
17792481K,659,Joan,Romero Martínez,Espanya,Bilbao,16,2,1996,Home,1849,No,Grup B,Joan Romero Martínez,True,1996-02-16,29,0.035,1913.72
81156988L,661,Miguel,González Cruz,Mèxic,Ciutat de Mèxic,7,8,1965,Home,2051,No,Grup B,Miguel González Cruz,False,1965-08-07,60,0.035,2122.78
60352406T,662,Eva,Martínez,Espanya,Madrid,13,6,1994,Dona,1149,No,Grup B,Eva Martínez,True,1994-06-13,31,0.035,1189.21
66192865D,669,Carla,Romero,Espanya,Barcelona,17,6,1998,Dona,1785,Sí,Grup B,Carla Romero,True,1998-06-17,27,0.035,1847.48
82495492K,673,Jordi,García Castells,Espanya,València,4,7,1970,Home,1848,Sí,Grup B,Jordi García Castells,True,1970-07-04,55,0.035,1912.68
77255461X,676,Maria,Ferreira Ferreira,Portugal,Porto,4,3,1996,Dona,1896,Sí,Grup B,Maria Ferreira Ferreira,False,1996-03-04,29,0.035,1962.36
50017849P,677,Núria,Martínez,Espanya,València,26,9,1958,Dona,1912,No,Grup B,Núria Martínez,True,1958-09-26,67,0.035,1978.92
14532429J,679,Jean,Dubois Moreau,França,Marsella,7,12,1967,Home,1941,No,Grup B,Jean Dubois Moreau,False,1967-12-07,57,0.035,2008.94
48928716V,680,Eva,Ferrer,Espanya,Madrid,22,5,1997,Dona,1226,No,Grup B,Eva Ferrer,True,1997-05-22,28,0.035,1268.91
20554785E,683,Andrés,González,Mèxic,Guadalajara,13,10,1977,Home,1734,No,Grup B,Andrés González,False,1977-10-13,48,0.035,1794.69
96850216C,690,Valentina,Gutiérrez Rojas,Colòmbia,Medellín,2,10,1959,Dona,1728,Sí,Grup B,Valentina Gutiérrez Rojas,False,1959-10-02,66,0.035,1788.48
21123762J,697,Toni,Sánchez Sánchez,Espanya,València,20,1,1989,Home,2293,No,Grup B,Toni Sánchez Sánchez,True,1989-01-20,36,0.035,2373.25
87203712F,698,Arnau,Martínez Sánchez,Espanya,Barcelona,20,6,1971,Home,1373,No,Grup B,Arnau Martínez Sánchez,True,1971-06-20,54,0.035,1421.05
94864855F,699,Toni,Sánchez,Espanya,Madrid,6,3,1996,Home,2052,No,Grup B,Toni Sánchez,True,1996-03-06,29,0.035,2123.82
83942911L,701,Oriol,Romero López,Espanya,Bilbao,3,5,1951,Home,2046,No,Grup B,Oriol Romero López,True,1951-05-03,74,0.035,2117.61
49962478C,704,Sofia,Silva Oliveira,Portugal,Lisboa,13,8,1977,,1449,No,Grup B,Sofia Silva Oliveira,False,1977-08-13,48,0.035,1499.72
49561814F,705,Tomás,Gómez,Argentina,Buenos Aires,3,10,1972,Home,1456,No,Grup B,Tomás Gómez,False,1972-10-03,53,0.035,1506.96
41288932T,706,Carla,Castells,Espanya,Barcelona,24,10,1962,Dona,1248,Sí,Grup B,Carla Castells,True,1962-10-24,63,0.035,1291.68
54906134P,714,Laia,López,Espanya,Madrid,15,10,1978,Dona,1447,Sí,Grup B,Laia López,True,1978-10-15,47,0.035,1497.64
42177426S,715,Giovanni,Ferrari,Itàlia,Torí,8,2,1964,Home,1468,No,Grup B,Giovanni Ferrari,False,1964-02-08,61,0.035,1519.38
70317853J,716,Núria,Romero,Espanya,Barcelona,24,12,1970,Dona,1939,No,Grup B,Núria Romero,True,1970-12-24,54,0.035,2006.86
48918423X,727,Arnau,Ferrer Romero,Espanya,Madrid,2,7,1975,Home,2196,No,Grup B,Arnau Ferrer Romero,True,1975-07-02,50,0.035,2272.86
58423324H,731,Núria,Castells Ferrer,Espanya,Sevilla,13,10,2005,Dona,2058,No,Grup B,Núria Castells Ferrer,True,2005-10-13,20,0.035,2130.03
30532432L,734,Matías,Rodríguez Gómez,Argentina,Buenos Aires,28,9,1957,Home,1463,Sí,Grup B,Matías Rodríguez Gómez,False,1957-09-28,68,0.035,1514.2
25178167X,735,Laia,Sánchez,Espanya,Barcelona,27,1,1965,Dona,1876,Sí,Grup B,Laia Sánchez,True,1965-01-27,60,0.035,1941.66
19039929Q,740,Matías,Álvarez,Argentina,Còrdova,24,8,1954,Home,1686,Sí,Grup B,Matías Álvarez,False,1954-08-24,71,0.035,1745.01
73118029L,742,Florencia,Gómez Fernández,Argentina,Còrdova,12,7,1992,Dona,1245,No,Grup B,Florencia Gómez Fernández,False,1992-07-12,33,0.035,1288.57
65314666K,745,Marta,Sánchez Romero,Espanya,Barcelona,5,6,1993,Dona,1320,No,Grup B,Marta Sánchez Romero,True,1993-06-05,32,0.035,1366.2
98834273R,753,Pau,Romero Martínez,Espanya,Barcelona,16,9,1974,Home,1753,No,Grup B,Pau Romero Martínez,True,1974-09-16,51,0.035,1814.35
97687146Q,756,Gabriela,González Cruz,Mèxic,Ciutat de Mèxic,20,2,1985,,1583,No,Grup B,Gabriela González Cruz,False,1985-02-20,40,0.035,1638.4
90364828E,758,Laia,Castells,Espanya,Bilbao,23,4,1998,Dona,1788,Sí,Grup B,Laia Castells,True,1998-04-23,27,0.035,1850.58
16082109P,759,Clara,López,Espanya,Madrid,12,5,1989,Dona,1400,No,Grup B,Clara López,True,1989-05-12,36,0.035,1449.0
26631271T,763,Laia,Sánchez,Espanya,Bilbao,19,5,1970,Altres,1987,Sí,Grup B,Laia Sánchez,True,1970-05-19,55,0.035,2056.54
73326255V,766,João,Silva,Portugal,Porto,23,10,1970,Home,1984,Sí,Grup B,João Silva,False,1970-10-23,55,0.035,2053.44
83613978F,767,Antoine,Lefevre Girard,França,Marsella,22,12,1981,Home,1620,Sí,Grup B,Antoine Lefevre Girard,False,1981-12-22,43,0.035,1676.7
51525932J,768,Michel,Moreau,França,Marsella,27,6,1978,Home,2085,Sí,Grup B,Michel Moreau,False,1978-06-27,47,0.035,2157.98
44026048T,772,Joan,López,Espanya,València,15,10,1982,Home,2290,No,Grup B,Joan López,True,1982-10-15,43,0.035,2370.15
43409433Y,773,Marta,López López,Espanya,Sevilla,24,2,1986,Dona,1292,No,Grup B,Marta López López,True,1986-02-24,39,0.035,1337.22
32095971T,778,Laia,López López,Espanya,València,8,5,1962,Dona,1238,Sí,Grup B,Laia López López,True,1962-05-08,63,0.035,1281.33
82936531F,779,Pau,López Martínez,Espanya,Sevilla,17,12,1958,Home,1409,No,Grup B,Pau López Martínez,True,1958-12-17,66,0.035,1458.31
20049413F,782,Eva,López Ferrer,Espanya,Bilbao,24,12,1952,Dona,2016,No,Grup B,Eva López Ferrer,True,1952-12-24,72,0.035,2086.56
47702024A,783,Clara,García Ferrer,Espanya,Barcelona,10,10,1956,Dona,1986,No,Grup B,Clara García Ferrer,True,1956-10-10,69,0.035,2055.51
47853239E,789,Núria,López,Espanya,Sevilla,14,4,1969,Dona,1786,No,Grup B,Núria López,True,1969-04-14,56,0.035,1848.51
73130661B,793,Clara,Martínez Romero,Espanya,València,1,10,1975,Dona,1978,Sí,Grup B,Clara Martínez Romero,True,1975-10-01,50,0.035,2047.23
93384627N,795,Camille,Moreau Moreau,França,Lió,16,7,1993,Dona,1962,No,Grup B,Camille Moreau Moreau,False,1993-07-16,32,0.035,2030.67
25490219L,796,William,Smith Smith,Regne Unit,Londres,1,12,1952,Home,1643,Sí,Grup B,William Smith Smith,False,1952-12-01,73,0.035,1700.5
41625678H,798,Arnau,Romero,Espanya,Bilbao,18,11,1967,Home,1696,No,Grup B,Arnau Romero,True,1967-11-18,58,0.035,1755.36
83262533Z,799,Jordi,Martínez Ferrer,Espanya,València,17,6,1950,Home,2281,Sí,Grup B,Jordi Martínez Ferrer,True,1950-06-17,75,0.035,2360.84
41326173T,808,Laia,Martínez,Espanya,Madrid,9,9,1977,Dona,2053,No,Grup B,Laia Martínez,True,1977-09-09,48,0.035,2124.86
81124534E,809,Oriol,Sánchez,Espanya,Sevilla,1,4,1969,Home,1423,No,Grup B,Oriol Sánchez,True,1969-04-01,56,0.035,1472.8
22914113G,810,Laia,Sánchez Sánchez,Espanya,València,25,9,1995,,1356,No,Grup B,Laia Sánchez Sánchez,True,1995-09-25,30,0.035,1403.46
43658248F,811,Daniela,Castro,Colòmbia,Bogotà,9,3,1980,Dona,1670,Sí,Grup B,Daniela Castro,False,1980-03-09,45,0.035,1728.45
15277702T,812,Toni,Castells,Espanya,Bilbao,25,7,1966,Home,2132,No,Grup B,Toni Castells,True,1966-07-25,59,0.035,2206.62
96925654W,816,Rui,Oliveira Silva,Portugal,Lisboa,25,8,1992,Home,1669,No,Grup B,Rui Oliveira Silva,False,1992-08-25,33,0.035,1727.42
65476112E,818,Marta,Romero Romero,Espanya,Sevilla,24,9,1991,Dona,1630,No,Grup B,Marta Romero Romero,True,1991-09-24,34,0.035,1687.05
87991679M,819,Anna,Ferrer,Espanya,Barcelona,25,11,1967,Dona,1408,No,Grup B,Anna Ferrer,True,1967-11-25,58,0.035,1457.28
67762046W,821,Chloé,Moreau,França,Lió,21,2,1989,Dona,1441,No,Grup B,Chloé Moreau,False,1989-02-21,36,0.035,1491.44
90958057L,822,Joan,Sánchez,Espanya,Bilbao,13,12,1974,Altres,1817,No,Grup B,Joan Sánchez,True,1974-12-13,50,0.035,1880.59
99565242W,831,Joan,Sánchez Sánchez,Espanya,Madrid,28,7,2005,,1432,No,Grup B,Joan Sánchez Sánchez,True,2005-07-28,20,0.035,1482.12
49176508C,833,Pau,García López,Espanya,Sevilla,22,8,1996,Home,1348,Sí,Grup B,Pau García López,True,1996-08-22,29,0.035,1395.18
20335877M,835,Arnau,García Ferrer,Espanya,València,20,1,1951,Home,2045,No,Grup B,Arnau García Ferrer,True,1951-01-20,74,0.035,2116.57
83539759S,840,Marta,López,Espanya,Barcelona,4,6,2002,Dona,1170,Sí,Grup B,Marta López,True,2002-06-04,23,0.035,1210.95
95031765F,841,Anna,López Sánchez,Espanya,Barcelona,19,9,1963,Dona,1444,Sí,Grup B,Anna López Sánchez,True,1963-09-19,62,0.035,1494.54
87757452L,842,Marc,Romero,Espanya,Barcelona,16,8,1986,Home,1663,No,Grup B,Marc Romero,True,1986-08-16,39,0.035,1721.2
44065719N,845,Pau,Ferrer Ferrer,Espanya,València,9,11,1991,Home,1396,Sí,Grup B,Pau Ferrer Ferrer,True,1991-11-09,34,0.035,1444.86
50496524Y,846,Alessia,Russo Russo,Itàlia,Roma,14,2,1983,Dona,1358,No,Grup B,Alessia Russo Russo,False,1983-02-14,42,0.035,1405.53
40194783Y,851,Núria,Sánchez García,Espanya,Madrid,14,1,1966,Dona,1959,Sí,Grup B,Núria Sánchez García,True,1966-01-14,59,0.035,2027.56
28196940Z,852,Michel,Moreau,França,Lió,12,12,1992,Home,2002,Sí,Grup B,Michel Moreau,False,1992-12-12,32,0.035,2072.07
98801519G,853,Jordi,García,Espanya,Bilbao,11,1,1970,Home,1698,Sí,Grup B,Jordi García,True,1970-01-11,55,0.035,1757.43
92775120P,855,Joan,López Castells,Espanya,Barcelona,1,4,1984,,1555,Sí,Grup B,Joan López Castells,True,1984-04-01,41,0.035,1609.42
58632182Z,858,Laia,Romero,Espanya,Sevilla,16,11,1962,Dona,1211,Sí,Grup B,Laia Romero,True,1962-11-16,63,0.035,1253.38
32149349F,859,Marta,Romero,Espanya,Bilbao,25,7,1973,Dona,1824,No,Grup B,Marta Romero,True,1973-07-25,52,0.035,1887.84
17088262F,861,Eva,Sánchez,Espanya,València,18,2,1971,Dona,2087,No,Grup B,Eva Sánchez,True,1971-02-18,54,0.035,2160.04
72513763X,866,Núria,Romero López,Espanya,Bilbao,15,6,1999,,1636,Sí,Grup B,Núria Romero López,True,1999-06-15,26,0.035,1693.26
24881645Q,868,Toni,Sánchez,Espanya,Bilbao,26,9,1992,Home,1358,No,Grup B,Toni Sánchez,True,1992-09-26,33,0.035,1405.53
63182449W,870,Jordi,Romero,Espanya,Barcelona,12,12,1950,Home,2253,Sí,Grup B,Jordi Romero,True,1950-12-12,74,0.035,2331.86
69079699D,877,Marc,Martínez,Espanya,Bilbao,7,7,1988,Home,1965,No,Grup B,Marc Martínez,True,1988-07-07,37,0.035,2033.78
90985453R,880,Pau,Ferrer,Espanya,Madrid,24,11,1997,Home,2223,No,Grup B,Pau Ferrer,True,1997-11-24,28,0.035,2300.8
11119181K,883,Arnau,Ferrer,Espanya,Bilbao,20,5,1961,Home,1345,No,Grup B,Arnau Ferrer,True,1961-05-20,64,0.035,1392.07
51235097D,884,Oriol,Martínez López,Espanya,Barcelona,24,6,1980,Home,2064,No,Grup B,Oriol Martínez López,True,1980-06-24,45,0.035,2136.24
23333032N,885,Oriol,Martínez,Espanya,València,21,12,1986,Home,1765,No,Grup B,Oriol Martínez,True,1986-12-21,38,0.035,1826.78
91233007A,893,Joan,García,Espanya,Sevilla,23,3,2003,,1596,Sí,Grup B,Joan García,True,2003-03-23,22,0.035,1651.86
55212704B,894,Pau,Martínez Romero,Espanya,Barcelona,26,7,1986,Home,1739,No,Grup B,Pau Martínez Romero,True,1986-07-26,39,0.035,1799.86
23763581C,897,Arnau,García Ferrer,Espanya,Barcelona,1,6,1979,Home,1716,Sí,Grup B,Arnau García Ferrer,True,1979-06-01,46,0.035,1776.06
75347458Q,902,Toni,Martínez,Espanya,Bilbao,25,12,1974,Home,1351,No,Grup B,Toni Martínez,True,1974-12-25,50,0.035,1398.28
54347378D,904,Giulia,Russo,Itàlia,Torí,14,6,2005,Dona,1399,Sí,Grup B,Giulia Russo,False,2005-06-14,20,0.035,1447.96
24140397D,905,Oriol,Sánchez,Espanya,Bilbao,11,9,1989,Home,2115,Sí,Grup B,Oriol Sánchez,True,1989-09-11,36,0.035,2189.02
89195587K,909,Carla,López Martínez,Espanya,Madrid,14,10,1962,Altres,1549,No,Grup B,Carla López Martínez,True,1962-10-14,63,0.035,1603.22
18457585L,911,Anna,Ferrer Sánchez,Espanya,Barcelona,25,8,1965,,1437,Sí,Grup B,Anna Ferrer Sánchez,True,1965-08-25,60,0.035,1487.29
12559305B,917,Núria,García Ferrer,Espanya,Bilbao,11,4,1982,Dona,1758,Sí,Grup B,Núria García Ferrer,True,1982-04-11,43,0.035,1819.53
29153728J,923,Joan,Romero García,Espanya,València,4,3,1956,Home,2216,No,Grup B,Joan Romero García,True,1956-03-04,69,0.035,2293.56
34370425H,925,Oriol,Ferrer,Espanya,Madrid,2,4,1974,Home,1324,Sí,Grup B,Oriol Ferrer,True,1974-04-02,51,0.035,1370.34
50261072D,927,Sophie,Taylor Smith,Regne Unit,Londres,26,12,2005,Dona,1663,No,Grup B,Sophie Taylor Smith,False,2005-12-26,19,0.035,1721.2
43414375Y,928,Joan,López,Espanya,València,28,3,1995,Home,2152,No,Grup B,Joan López,True,1995-03-28,30,0.035,2227.32
21977779F,932,Valentina,Torres Rojas,Colòmbia,Medellín,22,10,1957,Dona,1441,No,Grup B,Valentina Torres Rojas,False,1957-10-22,68,0.035,1491.44
20428037K,933,Anna,García,Espanya,València,22,11,1976,Dona,1551,Sí,Grup B,Anna García,True,1976-11-22,49,0.035,1605.28
95842086Q,936,Anna,López López,Espanya,València,7,7,1988,Dona,1329,Sí,Grup B,Anna López López,True,1988-07-07,37,0.035,1375.52
12935907W,937,Pau,Ferrer García,Espanya,Barcelona,21,6,1990,Home,1459,Sí,Grup B,Pau Ferrer García,True,1990-06-21,35,0.035,1510.06
23385179B,938,Florencia,Fernández,Argentina,Còrdova,14,10,1979,Dona,1209,No,Grup B,Florencia Fernández,False,1979-10-14,46,0.035,1251.31
56402346W,945,Carlos,Ramírez,Mèxic,Guadalajara,21,3,1959,Home,1465,Sí,Grup B,Carlos Ramírez,False,1959-03-21,66,0.035,1516.28
21159286B,947,Anna,García,Espanya,Barcelona,22,12,1999,Dona,1501,No,Grup B,Anna García,True,1999-12-22,25,0.035,1553.54
48597672J,960,Toni,Romero Romero,Espanya,Madrid,15,2,1984,Altres,1758,Sí,Grup B,Toni Romero Romero,True,1984-02-15,41,0.035,1819.53
86656444H,970,Salma,Zahraoui,Marroc,Casablanca,18,4,1999,Dona,1172,No,Grup B,Salma Zahraoui,False,1999-04-18,26,0.035,1213.02
46192881X,971,Eva,Martínez López,Espanya,Barcelona,11,4,1958,Dona,1350,No,Grup B,Eva Martínez López,True,1958-04-11,67,0.035,1397.25
85620401P,972,Rui,Silva Silva,Portugal,Lisboa,6,5,1958,Home,1267,No,Grup B,Rui Silva Silva,False,1958-05-06,67,0.035,1311.34
13600054Y,976,Carla,Romero,Espanya,Madrid,18,3,1964,Dona,1678,Sí,Grup B,Carla Romero,True,1964-03-18,61,0.035,1736.73
43630705N,981,Laia,Ferrer,Espanya,Barcelona,2,2,1953,Dona,1393,Sí,Grup B,Laia Ferrer,True,1953-02-02,72,0.035,1441.76
88020602R,984,Toni,Romero,Espanya,Barcelona,23,8,2001,Home,2187,No,Grup B,Toni Romero,True,2001-08-23,24,0.035,2263.54
47075714S,988,Marta,López,Espanya,Madrid,13,3,1999,Dona,1186,No,Grup B,Marta López,True,1999-03-13,26,0.035,1227.51
22942395H,991,Carla,Ferrer Martínez,Espanya,València,3,5,1992,Dona,1714,No,Grup B,Carla Ferrer Martínez,True,1992-05-03,33,0.035,1773.99
44074013Q,994,Toni,Sánchez,Espanya,Madrid,13,3,1976,,1717,Sí,Grup B,Toni Sánchez,True,1976-03-13,49,0.035,1777.09
25161375F,995,Marta,Ferrer Ferrer,Espanya,Sevilla,1,6,1951,Dona,1216,No,Grup B,Marta Ferrer Ferrer,True,1951-06-01,74,0.035,1258.56
